longitude,latitude,Feature:string,GLF#:integer,parent_ima:string,glf_head_e:double,glf_head_l:double,glf_termin:double,glf_termin1:double,midchannel:double,midchannel1:double,midchannel2:double,midchannel3:double,center_e_l:double,center_lat:double,glf_length:double,glf_width_:double,glf_area_s:double,glf_orient:double,buffer_min:double,buffer_max:double,buffer_mea:double,buffer_std:double,elongation:double,Fill Color:color
20.00855,40.8628,point,689,P17_007571_2200_XN_40N340W,19.9736,40.8352,20.0435,40.8982,20.0205,40.8538,20.0068,40.8718,20.01,40.86,4.87,1.23,6.0,39.98,-3120.0,-2220.0,-2474.71,250.54,3.96,0 204 255
20.3238,39.50355,point,690,P17_007571_2200_XN_40N340W,20.3032,39.5105,20.3444,39.4999,20.3214,39.4971,20.3259,39.51,20.32,39.5,1.99,0.79,1.57,108.43,-3356.0,-1896.0,-2971.05,293.31,2.51,0 204 255
19.93725,39.29375,point,691,P13_006213_2187_XN_38N340W,19.9287,39.2556,19.9458,39.3264,19.9727,39.2913,19.9453,39.2962,19.94,39.29,4.27,1.29,5.51,10.58,-3090.0,-1937.0,-2263.51,300.22,3.31,0 204 255
18.678,36.9077,point,692,P02_001888_2192_XN_39N341W,18.7212,36.886,18.6348,36.9148,18.6846,36.9138,18.6758,36.9016,18.68,36.91,4.44,0.83,3.7,292.65,-2789.0,-1716.0,-1913.99,278.74,5.31,0 204 255
18.63015,36.80425,point,693,P02_001888_2192_XN_39N341W,18.6958,36.8259,18.5645,36.8255,18.6152,36.8128,18.6064,36.7957,18.63,36.8,6.23,1.1,6.83,269.82,-2490.0,-1708.0,-1862.54,169.76,5.68,0 204 255
18.55785,36.6621,point,694,P02_001888_2192_XN_39N341W,18.6548,36.6809,18.4609,36.7332,18.5576,36.6731,18.5396,36.6511,18.56,36.66,9.72,1.56,15.16,288.65,-1953.0,-1709.0,-1771.28,41.61,6.23,0 204 255
18.46095,36.67605,point,695,P02_001888_2192_XN_39N341W,18.4761,36.6336,18.4458,36.7302,18.4585,36.6756,18.4429,36.6765,18.46,36.68,5.9,0.74,4.39,345.89,-2584.0,-1734.0,-1941.7,205.31,7.94,0 204 255
18.54675,41.59325,point,696,P17_007782_2219_XN_41N341W,18.5737,41.607,18.5198,41.5747,18.5427,41.5979,18.5496,41.5886,18.55,41.59,3.06,0.63,1.93,231.31,-3376.0,-1814.0,-2378.66,515.06,4.86,0 204 255
18.4104,41.38835,point,697,P17_007782_2219_XN_41N341W,18.3875,41.3679,18.4333,41.405,18.4133,41.3831,18.4055,41.3936,18.41,41.39,3.0,0.71,2.14,42.79,-3530.0,-2128.0,-2786.83,456.16,4.21,0 204 255
18.4535,34.6348,point,698,B01_009852_2161_XN_36N341W,18.4724,34.6301,18.4346,34.6375,18.4521,34.6392,18.4502,34.6304,18.45,34.63,1.89,0.53,1.0,283.39,-2217.0,-1662.0,-1856.84,169.72,3.58,0 204 255
16.9637,37.98835,point,699,P14_006490_2182_XN_38N342W,16.9551,38.0197,16.9723,37.9707,16.9615,37.9868,16.9763,37.9899,16.96,37.99,3.01,0.72,2.16,164.53,-2938.0,-2112.0,-2363.44,234.75,4.21,0 204 255
17.0347,37.9931,point,700,P14_006490_2182_XN_38N342W,17.0372,38.0163,17.0322,37.9668,17.0234,37.9934,17.0369,37.9928,17.03,37.99,2.94,0.63,1.86,184.55,-2915.0,-2218.0,-2376.4,183.26,4.66,0 204 255
17.0552,37.9886,point,701,P14_006490_2182_XN_38N342W,17.0573,38.007,17.0531,37.9722,17.0527,37.9909,17.0649,37.9863,17.06,37.99,2.07,0.63,1.31,185.43,-2975.0,-2252.0,-2453.11,212.86,3.28,0 204 255
17.09015,37.97705,point,702,P14_006490_2182_XN_38N342W,17.0913,37.9899,17.089,37.9651,17.0823,37.978,17.1006,37.9761,17.09,37.98,1.47,0.86,1.27,184.18,-2977.0,-2225.0,-2576.29,248.03,1.71,0 204 255
17.0034,37.59705,point,703,P14_006490_2182_XN_38N342W,17.0012,37.5762,17.0056,37.6135,17.0099,37.5967,16.9966,37.5974,17.0,37.6,2.22,0.63,1.39,5.34,-2975.0,-2851.0,-2921.68,30.77,3.55,0 204 255
16.9571,37.6,point,704,P14_006490_2182_XN_38N342W,16.9591,37.5695,16.9551,37.631,16.9691,37.5987,16.952,37.6013,16.96,37.6,3.65,0.82,2.98,357.05,-2942.0,-1980.0,-2431.82,351.21,4.46,0 204 255
17.0607,37.52135,point,705,P14_006490_2182_XN_38N342W,17.0432,37.5065,17.0782,37.5359,17.0662,37.515,17.0535,37.5277,17.06,37.52,2.4,0.96,2.3,43.35,-2859.0,-1953.0,-2254.77,330.59,2.49,0 204 255
17.11875,37.4588,point,706,P14_006490_2182_XN_38N342W,17.1091,37.4491,17.1284,37.4706,17.1237,37.4568,17.1169,37.4608,17.12,37.46,1.56,0.4,0.62,35.47,-2830.0,-1841.0,-2207.49,326.7,3.93,0 204 255
17.70505,34.0088,point,707,P16_007202_2146_XN_34N342W,17.8662,34.073,17.5439,33.9246,17.6958,34.0203,17.7075,33.9973,17.71,34.01,18.12,1.48,26.8,241.04,-2361.0,-2251.0,-2302.61,19.68,12.24,0 204 255
17.7571,33.49905,point,708,P16_007202_2146_XN_34N342W,17.8848,33.5286,17.6294,33.4893,17.7249,33.5091,17.731,33.489,17.76,33.5,12.84,1.23,15.77,259.61,-2288.0,-2075.0,-2130.47,30.17,10.44,0 204 255
17.66335,34.14095,point,709,P16_007347_2142_XN_34N342W,17.635,34.1388,17.6917,34.125,17.6655,34.1348,17.6681,34.1471,17.66,34.14,2.9,0.74,2.15,106.37,-2192.0,-1660.0,-1804.3,129.74,3.92,0 204 255
17.6602,34.12935,point,710,P16_007347_2142_XN_34N342W,17.6423,34.126,17.6781,34.1234,17.6641,34.1257,17.6648,34.133,17.66,34.13,1.76,0.43,0.77,95.0,-2246.0,-1670.0,-1897.68,182.75,4.06,0 204 255
17.3556,32.92225,point,711,B01_010063_2126_XN_32N342W,17.3311,32.9431,17.3801,32.9097,17.3477,32.918,17.3547,32.9265,17.36,32.92,3.14,0.61,1.92,129.07,-2768.0,-1844.0,-2124.43,241.83,5.13,0 204 255
16.49685,41.2627,point,712,P15_006846_2221_XN_42N343W,16.5127,41.2254,16.481,41.3172,16.4858,41.2678,16.4531,41.2576,16.5,41.26,5.62,1.58,8.87,345.46,-2925.0,-2317.0,-2426.3,121.8,3.56,0 204 255
16.72865,37.9573,point,713,P17_007703_2186_XN_38N343W,16.6875,37.9712,16.7698,37.9573,16.7334,37.95,16.731,37.9646,16.73,37.96,3.93,0.87,3.43,102.07,-2916.0,-1968.0,-2230.85,238.59,4.51,0 204 255
16.56285,37.88625,point,714,P17_007703_2186_XN_38N343W,16.5383,37.9048,16.5874,37.8757,16.5586,37.8826,16.5632,37.8899,16.56,37.89,2.87,0.48,1.39,126.89,-2969.0,-2015.0,-2264.31,231.4,5.94,0 204 255
15.2793,37.3081,point,715,P03_002376_2169_XN_36N344W,15.2139,37.3557,15.3447,37.2561,15.2651,37.2976,15.2759,37.3186,15.28,37.31,8.54,1.34,11.48,133.71,-2530.0,-1989.0,-2156.66,132.16,6.35,0 204 255
15.06175,37.10355,point,716,P03_002376_2169_XN_36N344W,14.9785,37.1775,15.145,37.0969,15.0737,37.0901,15.0737,37.117,15.06,37.1,9.2,1.59,14.68,121.22,-2293.0,-1951.0,-2012.32,65.16,5.77,0 204 255
15.5305,36.66995,point,717,P03_002376_2169_XN_36N344W,15.5737,36.6609,15.4873,36.6853,15.5337,36.6795,15.5298,36.6604,15.53,36.67,4.35,1.15,5.0,289.42,-2785.0,-2003.0,-2347.15,230.95,3.8,0 204 255
15.58305,36.63305,point,718,P03_002376_2169_XN_36N344W,15.6641,36.6404,15.502,36.5999,15.5796,36.6428,15.5933,36.6233,15.58,36.63,8.08,1.33,10.72,252.76,-2328.0,-1981.0,-2079.05,71.65,6.09,0 204 255
15.81995,39.5556,point,719,P15_007057_2179_XN_37N344W,15.8057,39.5474,15.8342,39.5603,15.822,39.5528,15.8188,39.5584,15.82,39.56,1.51,0.36,0.55,59.58,-3142.0,-2689.0,-2988.85,88.96,4.16,0 204 255
16.0205,37.2612,point,720,P15_007057_2179_XN_37N344W,16.1001,37.2171,15.9409,37.3035,16.0469,37.2717,16.0503,37.2507,16.02,37.26,9.09,1.25,11.41,304.34,-2446.0,-1929.0,-2124.73,101.13,7.24,0 204 255
13.98095,37.2239,point,721,P16_007268_2151_XN_35N345W,13.9814,37.4148,13.9805,36.9959,13.9336,37.2244,14.0215,37.2234,13.98,37.22,24.83,4.15,103.01,180.1,-2594.0,-1813.0,-2074.13,281.61,5.98,0 204 255
13.8684,37.3799,point,722,P16_007268_2151_XN_35N345W,13.8398,37.3501,13.897,37.3931,13.8706,37.3718,13.8555,37.388,13.87,37.38,3.71,1.19,4.43,46.57,-2589.0,-1790.0,-1995.38,245.5,3.1,0 204 255
13.2385,41.6043,point,723,P03_002231_2220_XN_42N346W,13.2131,41.5869,13.2639,41.6521,13.2422,41.5987,13.2273,41.6099,13.24,41.6,4.47,0.94,4.19,30.2,-3285.0,-2551.0,-2782.43,205.82,4.78,0 204 255
12.41285,36.6008,point,724,P14_006477_2172_XN_37N347W,12.2959,36.3806,12.5298,36.8113,12.375,36.5925,12.3242,36.6091,12.41,36.6,27.85,2.61,72.68,23.49,-2359.0,-1973.0,-2059.35,68.8,10.67,0 204 255
12.53175,36.7202,point,725,P14_006477_2172_XN_37N347W,12.5059,36.6248,12.5576,36.7918,12.5259,36.7175,12.4751,36.7229,12.53,36.72,10.2,2.43,24.83,13.92,-2940.0,-1965.0,-2267.89,291.2,4.19,0 204 255
12.68285,36.4446,point,726,P18_007980_2154_XI_35N347W,12.6572,36.4507,12.7085,36.437,12.6831,36.4375,12.689,36.4517,12.68,36.44,2.58,0.89,2.29,108.35,-3207.0,-2048.0,-2417.29,397.56,2.9,0 204 255
12.82705,36.50795,point,727,P18_007980_2154_XI_35N347W,12.8455,36.5322,12.8086,36.4805,12.8201,36.5105,12.8296,36.5054,12.83,36.51,3.53,0.54,1.92,209.85,-3134.0,-1999.0,-2524.29,378.26,6.49,0 204 255
351.73734,-37.61635,point,728,P07_003564_1418_XN_38S008W,351.7448,-37.6082,351.7299,-37.6228,351.7355,-37.6142,351.7395,-37.6185,351.74,-37.62,1.11,0.32,0.35,218.95,429.0,1749.0,1122.86,473.86,3.51,0 204 255
351.65161,-37.5939,point,729,P07_003564_1418_XN_38S008W,351.6506,-37.5838,351.6526,-37.6038,351.6506,-37.5945,351.6592,-37.5933,351.65,-37.59,1.19,0.41,0.49,175.47,373.0,1599.0,1001.95,389.83,2.9,0 204 255
343.49866,-39.16185,point,730,P15_007019_1409_XN_39S016W,343.4949,-39.1499,343.5024,-39.1746,343.4924,-39.1633,343.5046,-39.1604,343.5,-39.16,1.5,0.59,0.88,166.75,-424.0,1314.0,455.53,431.7,2.56,0 204 255
343.20901,-31.10625,point,731,B06_011937_1484_XN_31S016W,343.1923,-31.0906,343.2257,-31.1177,343.1993,-31.1115,343.2065,-31.101,343.21,-31.11,2.34,0.72,1.69,133.47,-795.0,1065.0,140.09,417.3,3.24,0 204 255
336.42065,-41.10965,point,732,P07_003736_1395_XN_40S023W,336.623,-41.1961,336.2183,-41.0745,336.4624,-41.0965,336.4624,-41.1228,336.42,-41.11,19.45,1.56,30.32,291.62,-282.0,621.0,220.61,150.86,12.48,0 204 255
334.22415,-40.56935,point,733,P12_005714_1386_XN_41S025W,334.2083,-40.5574,334.24,-40.5847,334.2249,-40.572,334.2336,-40.5667,334.22,-40.57,2.16,0.5,1.08,138.6,-589.0,1222.0,478.73,548.01,4.3,0 204 255
334.18201,-40.7118,point,734,P12_005714_1386_XN_41S025W,334.1562,-40.7088,334.2078,-40.7129,334.1824,-40.7195,334.1841,-40.7041,334.18,-40.71,2.33,0.92,2.14,96.0,-882.0,1454.0,229.13,687.91,2.54,0 204 255
331.52905,-38.4878,point,735,B02_010276_1417_XI_38S028W,331.5435,-38.5842,331.5146,-38.3274,331.5327,-38.4641,331.4346,-38.5115,331.53,-38.49,15.28,5.35,81.73,354.95,-2109.0,488.0,-1303.28,731.6,2.86,0 204 255
329.69409,-52.5598,point,736,P14_006479_1246_XN_55S029W,329.5703,-52.5178,329.8179,-52.6507,329.7173,-52.5842,329.7451,-52.5354,329.69,-52.56,11.9,3.06,36.42,131.56,514.0,1496.0,1002.77,264.66,3.89,0 204 255
330.24509,-54.08035,point,737,P14_006479_1246_XN_55S029W,330.3662,-53.9529,330.124,-54.2332,330.2188,-54.0808,330.2998,-54.0799,330.25,-54.08,18.63,2.82,52.47,206.78,648.0,2397.0,1259.61,399.98,6.61,0 204 255
329.01245,-42.11255,point,738,P14_006624_1385_XI_41S031W,329.1167,-42.0598,328.9082,-42.1599,328.9834,-42.0901,329.0093,-42.135,329.01,-42.11,10.92,2.89,31.61,237.02,624.0,2386.0,1306.33,341.68,3.77,0 204 255
329.13889,-42.8699,point,739,P14_006624_1385_XI_41S031W,329.1555,-42.824,329.1223,-42.9011,329.1162,-42.8626,329.1431,-42.8772,329.14,-42.87,4.79,1.45,6.97,197.51,-902.0,2.0,-407.13,229.35,3.3,0 204 255
329.3353,-42.8451,point,740,P14_006624_1385_XI_41S031W,329.384,-42.8162,329.2866,-42.8838,329.3191,-42.8362,329.3345,-42.854,329.34,-42.85,5.83,1.25,7.28,226.54,-723.0,399.0,-186.23,268.96,4.66,0 204 255
327.65915,-48.90335,point,741,P15_006901_1307_XI_49S032W,327.6904,-48.9202,327.6279,-48.8836,327.6763,-48.8875,327.6416,-48.9192,327.66,-48.9,3.26,2.31,7.55,311.67,-402.0,873.0,238.51,357.75,1.41,0 204 255
327.21286,-47.5386,point,742,P15_006901_1307_XI_49S032W,327.1108,-47.5257,327.3149,-47.5672,327.2021,-47.5652,327.2173,-47.512,327.21,-47.54,8.53,3.21,27.39,106.84,373.0,2746.0,1296.89,658.93,2.66,0 204 255
325.38049,-44.80765,point,743,P19_008549_1331_XN_46S034W,325.4126,-44.814,325.3484,-44.7954,325.3857,-44.7942,325.3748,-44.8211,325.38,-44.81,2.92,1.66,4.84,292.19,-1394.0,1741.0,-290.7,803.91,1.76,0 204 255
324.85596,-55.14675,point,744,P07_003842_1250_XI_55S035W,324.9639,-55.2586,324.748,-55.031,324.9023,-55.1238,324.8311,-55.1697,324.86,-55.15,15.35,3.64,55.79,331.45,1335.0,3389.0,2660.0,534.38,4.22,0 204 255
322.39795,-40.5867,point,745,P02_001930_1400_XI_40S037W,322.4482,-40.6172,322.3477,-40.5552,322.4062,-40.5728,322.3879,-40.6006,322.4,-40.59,5.83,1.84,10.74,309.06,415.0,2248.0,1640.37,439.86,3.16,0 204 255
322.41739,-40.5548,point,746,P14_006466_1390_XN_41S037W,322.4431,-40.5501,322.3917,-40.5592,322.4111,-40.5462,322.4159,-40.5634,322.42,-40.55,2.38,1.04,2.48,256.87,16.0,2166.0,972.88,585.42,2.28,0 204 255
322.33301,-36.22925,point,747,P15_006822_1433_XN_36S037W,322.3528,-36.2202,322.3132,-36.2241,322.3337,-36.2244,322.3335,-36.2341,322.33,-36.23,1.91,0.58,1.1,263.03,41.0,906.0,313.19,281.92,3.32,0 204 255
322.3746,-36.2698,point,748,P15_006822_1433_XN_36S037W,322.3928,-36.2578,322.3564,-36.2793,322.375,-36.2649,322.3801,-36.2747,322.37,-36.27,2.16,0.63,1.36,233.76,94.0,1176.0,631.29,279.06,3.42,0 204 255
322.01974,-42.25515,point,749,B05_011595_1363_XN_43S038W,322.0747,-42.2586,321.9648,-42.2722,322.021,-42.241,322.0244,-42.2693,322.02,-42.26,4.89,1.68,8.23,260.47,-904.0,932.0,-164.24,385.96,2.9,0 204 255
320.6683,-39.76185,point,750,P16_007389_1406_XN_39S039W,320.6313,-39.7483,320.7053,-39.7883,320.6636,-39.7747,320.6814,-39.749,320.67,-39.76,4.12,1.73,7.11,125.14,119.0,1207.0,652.17,296.85,2.39,0 204 255
320.59204,-39.8085,point,751,P16_007389_1406_XN_39S039W,320.5833,-39.7825,320.6008,-39.8357,320.5659,-39.8147,320.6091,-39.8023,320.59,-39.81,3.25,2.1,6.83,165.82,-101.0,1105.0,481.57,271.69,1.55,0 204 255
320.35779,-39.76415,point,752,P16_007389_1406_XN_39S039W,320.3823,-39.7551,320.3333,-39.7771,320.3528,-39.7556,320.3608,-39.7727,320.36,-39.76,2.59,1.08,2.78,239.69,-1186.0,613.0,-408.22,532.2,2.4,0 204 255
320.6405,-40.10855,point,753,P16_007389_1406_XN_39S039W,320.6211,-40.1094,320.6599,-40.1065,320.6423,-40.1189,320.6394,-40.0982,320.64,-40.11,1.77,1.23,2.18,84.43,15.0,1877.0,869.55,462.78,1.43,0 204 255
319.16589,-36.0687,point,754,P15_007099_1434_XI_36S040W,319.1528,-36.052,319.179,-36.0857,319.1616,-36.072,319.1797,-36.0654,319.17,-36.07,2.36,0.95,2.24,147.86,-557.0,1130.0,220.82,417.31,2.48,0 204 255
319.84274,-37.54055,point,755,P15_007099_1434_XI_36S040W,319.8657,-37.4959,319.8198,-37.5967,319.8391,-37.5359,319.865,-37.5452,319.84,-37.54,6.35,1.34,8.49,199.84,-156.0,1153.0,868.03,208.09,4.75,0 204 255
319.80191,-37.5178,point,756,P15_007099_1434_XI_36S040W,319.8252,-37.5073,319.7786,-37.5342,319.7959,-37.5029,319.8132,-37.5327,319.8,-37.52,2.71,1.94,5.27,233.94,-997.0,1189.0,-75.67,651.82,1.39,0 204 255
317.31799,-38.1835,point,757,P19_008312_1414_XN_38S042W,317.313,-38.1338,317.323,-38.2119,317.312,-38.1846,317.3306,-38.1824,317.32,-38.18,4.65,0.88,4.08,174.26,-305.0,2001.0,863.54,660.21,5.31,0 204 255
317.13916,-38.1436,point,758,P19_008312_1414_XN_38S042W,317.1479,-38.1306,317.1304,-38.1609,317.1284,-38.1365,317.1548,-38.1507,317.14,-38.14,1.97,1.49,2.94,204.42,-218.0,2047.0,1068.2,651.23,1.32,0 204 255
317.31815,-37.82985,point,759,P19_008312_1414_XN_38S042W,317.2686,-37.8006,317.3677,-37.8816,317.3145,-37.8401,317.3306,-37.8196,317.32,-37.83,6.68,1.43,9.55,136.02,984.0,2257.0,1495.73,302.76,4.67,0 204 255
316.25314,-36.53795,point,760,P02_001917_1431_XN_36S043W,316.2893,-36.5137,316.217,-36.5581,316.2524,-36.5327,316.2642,-36.5432,316.25,-36.54,4.33,0.84,3.63,232.59,733.0,2482.0,1821.12,486.53,5.17,0 204 255
316.06604,-36.4314,point,761,P02_001917_1431_XN_36S043W,316.072,-36.4182,316.0601,-36.4483,316.0603,-36.4287,316.073,-36.4341,316.07,-36.43,1.87,0.69,1.28,197.64,512.0,1921.0,1327.46,352.13,2.73,0 204 255
312.10959,-38.6027,point,762,P16_007152_1396_XN_40S047W,312.0798,-38.6106,312.1394,-38.5911,312.1174,-38.606,312.1145,-38.5994,312.11,-38.6,2.99,0.41,1.24,67.3,1331.0,3571.0,2372.55,755.92,7.24,0 204 255
311.99939,-38.53215,point,763,P16_007152_1396_XN_40S047W,311.9705,-38.5445,312.0283,-38.5252,312.0,-38.5352,311.9971,-38.5291,312.0,-38.53,2.91,0.39,1.12,66.9,1802.0,3589.0,2968.15,484.8,7.55,0 204 255
311.98755,-38.89905,point,764,P16_007152_1396_XN_40S047W,311.9412,-38.8884,312.0339,-38.918,311.9907,-38.906,311.9946,-38.8921,311.99,-38.9,4.62,0.84,3.9,112.34,2573.0,3854.0,3403.57,386.87,5.48,0 204 255
312.52649,-35.7467,point,765,B05_011503_1451_XN_34S047W,312.5326,-35.7326,312.5204,-35.7604,312.5184,-35.7453,312.5253,-35.7481,312.53,-35.75,1.75,0.37,0.65,199.6,356.0,1501.0,912.92,373.18,4.71,0 204 255
312.61829,-35.7688,point,766,B05_011503_1451_XN_34S047W,312.6349,-35.7591,312.6017,-35.7814,312.6129,-35.7671,312.6161,-35.7705,312.62,-35.77,2.07,0.25,0.53,230.37,597.0,1595.0,1068.73,264.24,8.17,0 204 255
309.35669,-47.8047,point,767,P04_002603_1328_XN_47S050W,309.312,-47.8235,309.4014,-47.7844,309.3643,-47.8245,309.3418,-47.7849,309.36,-47.8,4.25,2.51,10.67,56.96,681.0,3285.0,2232.13,717.19,1.69,0 204 255
309.07104,-46.3035,point,768,P05_003170_1331_XI_46S050W,309.0415,-46.3272,309.1006,-46.2915,309.0725,-46.3067,309.0684,-46.3003,309.07,-46.3,3.21,0.41,1.33,48.85,-690.0,1204.0,234.57,463.9,7.75,0 204 255
309.51819,-45.83045,point,769,P16_007429_1331_XN_46S050W,309.4756,-45.8071,309.5608,-45.8499,309.5151,-45.843,309.5449,-45.8179,309.52,-45.83,4.34,1.93,8.38,125.82,-527.0,1765.0,674.98,591.51,2.25,0 204 255
309.5051,-46.45915,point,770,P16_007429_1331_XN_46S050W,309.4697,-46.4629,309.5405,-46.4429,309.5146,-46.4739,309.5049,-46.4444,309.51,-46.46,3.12,1.79,5.6,67.73,373.0,3674.0,1945.65,881.88,1.74,0 204 255
307.94479,-46.6516,point,771,P14_006638_1307_XI_49S051W,307.8496,-46.6306,308.04,-46.6668,307.9453,-46.7175,307.9736,-46.5857,307.94,-46.65,8.04,7.9,63.48,105.55,687.0,2755.0,1956.23,594.71,1.02,0 204 255
308.48044,-42.84695,point,772,P15_006928_1351_XN_44S051W,308.4399,-42.8577,308.521,-42.8313,308.4854,-42.8699,308.4746,-42.824,308.48,-42.85,3.86,2.76,10.65,66.09,-116.0,2110.0,1249.06,677.62,1.4,0 204 255
308.87109,-48.10475,point,773,P17_007785_1325_XN_47S051W,308.8311,-48.0359,308.9111,-48.1736,308.8477,-48.115,308.8828,-48.0945,308.87,-48.1,8.75,1.85,16.16,158.83,-1645.0,57.0,-672.86,423.53,4.74,0 204 255
308.10376,-41.4287,point,774,P18_007930_1381_XN_41S051W,308.1672,-41.4055,308.0403,-41.4195,308.103,-41.4204,308.1008,-41.437,308.1,-41.43,5.7,0.99,5.64,261.59,1224.0,2999.0,2636.62,411.83,5.77,0 204 255
308.06894,-41.37845,point,775,P18_007930_1381_XN_41S051W,308.1157,-41.3589,308.0222,-41.4063,308.0615,-41.3631,308.0781,-41.3938,308.07,-41.38,5.02,1.96,9.85,235.92,615.0,2875.0,1678.88,646.61,2.56,0 204 255
307.81274,-39.4751,point,776,P18_007930_1381_XN_41S051W,307.7979,-39.3967,307.8276,-39.5549,307.7993,-39.4763,307.8359,-39.4739,307.81,-39.48,9.47,1.68,15.92,171.76,-622.0,897.0,399.92,382.14,5.64,0 204 255
307.16971,-39.99465,point,777,P19_008431_1377_XI_42S052W,307.1873,-39.9866,307.1521,-40.0078,307.1636,-39.9849,307.1768,-40.0044,307.17,-39.99,2.03,1.3,2.65,231.82,1315.0,2428.0,2057.41,299.27,1.56,0 204 255
307.39304,-40.32835,point,778,P19_008431_1377_XI_42S052W,307.3899,-40.3008,307.3962,-40.3518,307.3811,-40.3303,307.3965,-40.3264,307.39,-40.33,3.04,0.73,2.23,174.62,1191.0,2507.0,1909.22,396.47,4.14,0 204 255
306.84131,-44.68875,point,779,P15_006994_1362_XN_43S053W,306.8652,-44.6775,306.8174,-44.7009,306.8325,-44.6726,306.8477,-44.7049,306.84,-44.69,2.45,2.02,4.94,235.43,-443.0,1190.0,224.7,359.59,1.21,0 204 255
305.51929,-41.89065,point,780,P05_003091_1374_XN_42S054W,305.5796,-41.8572,305.459,-41.9534,305.4956,-41.8758,305.5156,-41.9055,305.52,-41.89,7.8,1.97,15.36,222.98,832.0,2368.0,1845.18,360.67,3.96,0 204 255
305.44699,-41.8882,point,781,P05_003091_1374_XN_42S054W,305.436,-41.8391,305.458,-41.9529,305.4517,-41.8938,305.4824,-41.8826,305.45,-41.89,6.81,1.51,10.28,171.82,646.0,2028.0,1472.3,283.01,4.52,0 204 255
305.09399,-46.4624,point,782,P17_007561_1313_XI_48S054W,305.0967,-46.4866,305.0913,-46.4402,305.1147,-46.4602,305.0757,-46.4646,305.09,-46.46,2.76,1.61,4.45,355.41,-28.0,2016.0,1005.32,650.75,1.71,0 204 255
304.80945,-35.93935,point,783,B06_011978_1448_XN_35S055W,304.8086,-35.919,304.8103,-35.9546,304.8054,-35.9387,304.8179,-35.94,304.81,-35.94,2.11,0.6,1.28,177.79,909.0,2938.0,1957.05,566.62,3.49,0 204 255
304.69351,-35.9888,point,784,B06_011978_1448_XN_35S055W,304.6819,-35.9749,304.7051,-36.0027,304.6887,-35.992,304.6968,-35.9856,304.69,-35.99,1.99,0.54,1.08,145.98,832.0,3022.0,1886.94,795.03,3.66,0 204 255
304.64761,-36.01295,point,785,B06_011978_1448_XN_35S055W,304.646,-35.989,304.6492,-36.0369,304.6453,-36.0105,304.6548,-36.0154,304.65,-36.01,2.84,0.54,1.54,176.91,846.0,2876.0,1978.57,750.68,5.26,0 204 255
304.59839,-36.04225,point,786,B06_011978_1448_XN_35S055W,304.5825,-36.0252,304.6143,-36.0579,304.5908,-36.0491,304.6035,-36.0354,304.6,-36.04,2.47,1.01,2.5,141.83,904.0,2889.0,1985.82,620.86,2.43,0 204 255
303.70706,-43.85035,point,787,P20_008708_1350_XI_45S056W,303.7437,-43.8557,303.6704,-43.8557,303.7051,-43.8447,303.7058,-43.856,303.71,-43.85,3.13,0.67,2.1,269.97,-684.0,186.0,-127.87,282.53,4.67,0 204 255
303.65201,-43.76115,point,788,P20_008708_1350_XI_45S056W,303.6692,-43.7566,303.6348,-43.7681,303.6494,-43.7581,303.6494,-43.7642,303.65,-43.76,1.62,0.36,0.59,245.15,-693.0,327.0,-334.02,348.46,4.49,0 204 255
303.63815,-43.7122,point,789,P20_008708_1350_XI_45S056W,303.655,-43.707,303.6213,-43.7224,303.6377,-43.7034,303.6438,-43.721,303.64,-43.71,1.71,1.08,1.84,237.69,-664.0,1054.0,-71.13,459.55,1.59,0 204 255
302.99295,-50.72925,point,790,P17_007482_1314_XN_48S057W,302.9849,-50.7508,303.001,-50.7097,303.0083,-50.7327,302.9829,-50.7258,302.99,-50.73,2.51,1.04,2.6,13.93,567.0,2964.0,1724.72,647.56,2.42,0 204 255
302.82791,-50.908,point,791,P17_007482_1314_XN_48S057W,302.8506,-50.8504,302.8052,-50.9592,302.8042,-50.9046,302.8354,-50.9114,302.83,-50.91,6.67,1.23,8.23,194.73,1496.0,3417.0,2777.0,388.51,5.4,0 204 255
301.18311,-50.1426,point,792,P19_008339_1288_XN_51S058W,301.188,-50.1983,301.1782,-50.0891,301.1997,-50.1399,301.1851,-50.1453,301.18,-50.14,6.48,0.64,4.15,356.7,206.0,1528.0,1165.91,240.37,10.12,0 204 255
301.15591,-50.1101,point,793,P19_008339_1288_XN_51S058W,301.1206,-50.1421,301.1912,-50.0684,301.1663,-50.1201,301.1445,-50.1001,301.16,-50.11,5.13,1.45,7.42,31.59,-438.0,1426.0,655.56,517.06,3.54,0 204 255
301.38974,-50.59535,point,794,P19_008339_1288_XN_51S058W,301.3928,-50.6421,301.3867,-50.5327,301.4058,-50.5925,301.3635,-50.5982,301.39,-50.6,6.49,1.63,10.56,357.97,2533.0,4197.0,3475.33,443.29,3.99,0 204 255
300.89645,-50.88405,point,795,P15_006902_1280_XN_52S059W,300.8525,-50.8445,300.9404,-50.9168,300.877,-50.9031,300.9072,-50.865,300.9,-50.88,5.4,2.52,13.64,142.54,1583.0,3149.0,2355.72,308.87,2.14,0 204 255
300.80811,-51.09695,point,796,P15_006902_1280_XN_52S059W,300.6172,-51.0984,300.999,-51.1072,300.8066,-51.1248,300.7998,-51.0691,300.81,-51.1,14.22,3.31,47.08,92.25,1689.0,3393.0,2861.03,468.18,4.29,0 204 255
