longitude,latitude,Feature:string,GLF#:integer,parent_ima:string,glf_head_e:double,glf_head_l:double,glf_termin:double,glf_termin1:double,midchannel:double,midchannel1:double,midchannel2:double,midchannel3:double,center_e_l:double,center_lat:double,glf_length:double,glf_width_:double,glf_area_s:double,glf_orient:double,buffer_min:double,buffer_max:double,buffer_mea:double,buffer_std:double,elongation:double,Fill Color:color
58.24845,33.73795,point,328,P02_001847_2152_XN_35N302W,58.2603,33.7232,58.2366,33.7537,58.2524,33.742,58.24,33.7339,58.25,33.74,2.15,0.78,1.67,327.14,-970.0,-562.0,-712.98,120.48,2.77,0 204 255
58.21615,33.7228,point,329,P02_001847_2152_XN_35N302W,58.2197,33.7066,58.2126,33.74,58.2185,33.7232,58.2056,33.7224,58.22,33.72,2.01,0.64,1.28,349.98,-934.0,-561.0,-631.63,93.45,3.15,0 204 255
58.15515,33.7003,point,330,P02_001847_2152_XN_35N302W,58.1523,33.6653,58.158,33.7315,58.1685,33.6987,58.146,33.7019,58.16,33.7,3.93,1.13,4.43,4.1,-855.0,-549.0,-607.87,57.17,3.49,0 204 255
58.17265,33.7589,point,331,P02_001847_2152_XN_35N302W,58.1558,33.7735,58.1895,33.7478,58.1699,33.7566,58.175,33.7612,58.17,33.76,2.25,0.37,0.84,132.52,-1074.0,-557.0,-739.2,130.0,6.08,0 204 255
57.8894,33.6278,point,332,P02_001847_2152_XN_35N302W,57.8059,33.6397,57.9729,33.6182,57.8794,33.6189,57.8755,33.6367,57.89,33.63,8.34,1.07,8.94,98.74,-596.0,-363.0,-437.18,45.56,7.78,0 204 255
57.5007,34.64175,point,333,P03_002058_2156_XN_35N302W,57.5151,34.677,57.4863,34.6048,57.4851,34.6458,57.5022,34.6377,57.5,34.64,4.5,0.96,4.33,198.18,-958.0,-358.0,-496.27,146.78,4.68,0 204 255
57.0658,35.95325,point,334,P03_002058_2156_XN_35N302W,57.032,35.9351,57.0996,35.9702,57.0742,35.9475,57.0654,35.959,57.07,35.95,3.85,0.8,3.09,57.3,-1963.0,22.0,-990.47,526.2,4.81,0 204 255
57.14295,34.047,point,335,P15_006950_2142_XI_34N302W,57.1221,34.083,57.1638,34.0088,57.1426,34.0442,57.1504,34.0498,57.14,34.05,4.85,0.51,2.46,155.02,-951.0,-422.0,-550.78,129.52,9.57,0 204 255
56.86,34.8467,point,336,P15_006950_2142_XI_34N302W,56.8535,34.8369,56.8665,34.8591,56.8669,34.8447,56.8569,34.8487,56.86,34.85,1.46,0.54,0.79,25.66,-680.0,-384.0,-499.6,60.63,2.7,0 204 255
56.48635,35.772,point,337,P01_001372_2156_XN_35N303W,56.4761,35.8606,56.4966,35.7049,56.5005,35.7693,56.5181,35.7747,56.49,35.77,9.28,0.9,8.4,173.9,-1014.0,-167.0,-319.49,172.53,10.26,0 204 255
56.72505,35.7708,point,338,P01_001372_2156_XN_35N303W,56.6396,35.8689,56.8105,35.7317,56.6919,35.7591,56.7026,35.7825,56.73,35.77,11.56,1.48,17.1,134.66,-896.0,-74.0,-322.37,193.01,7.81,0 204 255
56.938,35.77735,point,339,P01_001372_2156_XN_35N303W,56.9253,35.8001,56.9507,35.7581,56.9277,35.7742,56.9399,35.7805,56.94,35.78,2.77,0.7,1.93,153.86,-1862.0,-287.0,-1498.15,354.7,3.99,0 204 255
56.98635,35.8037,point,340,P01_001372_2156_XN_35N303W,56.9683,35.8294,57.0044,35.782,56.979,35.801,56.9888,35.8064,56.99,35.8,3.3,0.57,1.88,148.29,-1835.0,-40.0,-785.75,512.95,5.8,0 204 255
57.0416,35.81045,point,341,P01_001372_2156_XN_35N303W,57.0273,35.8213,57.0559,35.8013,57.0391,35.8079,57.043,35.813,57.04,35.81,1.82,0.36,0.65,130.76,-1910.0,-287.0,-1247.23,494.14,5.1,0 204 255
56.3645,42.10915,point,342,P16_007451_2211_XI_41N303W,56.3374,42.1673,56.3916,42.0545,56.3442,42.1013,56.3818,42.117,56.36,42.11,7.1,1.9,13.47,160.36,-2632.0,-2426.0,-2568.5,61.51,3.74,0 204 255
56.32035,42.1929,point,343,P16_007451_2211_XI_41N303W,56.336,42.166,56.3047,42.242,56.355,42.1966,56.2969,42.1892,56.32,42.19,4.71,2.59,12.19,343.04,-2616.0,-1180.0,-2048.27,335.79,1.82,0 204 255
56.6404,38.2505,point,344,P20_008743_2173_XN_37N303W,56.6099,38.3176,56.6709,38.1658,56.6416,38.2454,56.6694,38.2556,56.64,38.25,9.43,1.43,13.48,162.46,-1556.0,-507.0,-923.55,237.59,6.61,0 204 255
56.52345,38.5718,point,345,P20_008743_2173_XN_37N303W,56.4907,38.552,56.5562,38.5857,56.5332,38.5652,56.5225,38.5784,56.52,38.57,3.63,0.93,3.37,56.63,-1957.0,-550.0,-1118.31,447.58,3.92,0 204 255
56.24925,37.27665,point,346,B01_009956_2169_XN_36N303W,56.1499,37.3694,56.3486,37.2434,56.2417,37.2674,56.2451,37.2859,56.25,37.28,11.98,1.11,13.28,128.5,-1916.0,-211.0,-762.74,497.36,10.81,0 204 255
56.4375,37.4126,point,347,B01_009956_2169_XN_36N303W,56.4009,37.4324,56.4741,37.3963,56.438,37.406,56.4434,37.4192,56.44,37.41,4.06,0.82,3.34,121.81,-2086.0,-1020.0,-1549.03,251.1,4.93,0 204 255
56.10965,37.57665,point,348,B01_009956_2169_XN_36N303W,56.0811,37.5447,56.1382,37.6111,56.1211,37.572,56.105,37.5813,56.11,37.58,4.76,0.94,4.46,34.26,-1300.0,-367.0,-724.36,302.62,5.09,0 204 255
56.0947,39.7329,point,349,B05_011578_2187_XI_38N303W,56.0195,39.7298,56.1699,39.7459,56.0967,39.7024,56.0913,39.7634,56.09,39.73,6.92,3.62,25.08,82.03,-2305.0,-446.0,-1277.99,518.79,1.91,0 204 255
55.8867,37.10475,point,350,P02_001913_2160_XN_36N304W,55.8188,37.1399,55.9546,37.053,55.9014,37.0974,55.9106,37.1121,55.89,37.1,8.23,0.97,8.02,128.7,-1248.0,-101.0,-323.55,264.63,8.45,0 204 255
55.7556,36.84935,point,351,P02_001913_2160_XN_36N304W,55.6709,36.9964,55.8403,36.8137,55.7139,36.8386,55.7212,36.8601,55.76,36.85,13.48,1.32,17.8,143.4,-700.0,70.0,-199.88,139.38,10.21,0 204 255
55.7395,36.53885,point,352,P02_001913_2160_XN_36N304W,55.6138,36.5271,55.8652,36.5447,55.7515,36.5291,55.7393,36.5486,55.74,36.54,12.02,1.29,15.55,84.95,-1008.0,192.0,-175.35,264.68,9.29,0 204 255
55.79905,36.48925,point,353,P02_001913_2160_XN_36N304W,55.7158,36.471,55.8823,36.513,55.8188,36.4812,55.8115,36.4973,55.8,36.49,8.32,1.02,8.45,72.53,-2003.0,-43.0,-853.89,525.61,8.19,0 204 255
55.28805,42.56495,point,354,P16_007161_2209_XN_40N304W,55.3022,42.6038,55.2739,42.53,55.2695,42.5701,55.2954,42.5598,55.29,42.56,4.55,1.28,5.84,195.78,-2416.0,-1920.0,-2254.5,98.72,3.54,0 204 255
55.3325,42.65795,point,355,P16_007161_2209_XN_40N304W,55.3027,42.6301,55.3623,42.6951,55.3486,42.6472,55.314,42.6687,55.33,42.66,4.65,1.97,9.17,33.97,-2540.0,-1279.0,-2013.91,321.52,2.35,0 204 255
55.626,42.2666,point,356,P16_007161_2209_XN_40N304W,55.6763,42.302,55.5757,42.2258,55.6084,42.2864,55.6445,42.2468,55.63,42.27,6.31,2.83,17.88,224.37,-2407.0,-622.0,-1409.84,441.3,2.23,0 204 255
55.78025,41.79765,point,357,P16_007161_2209_XN_40N304W,55.7876,41.7595,55.7729,41.8416,55.7905,41.7996,55.77,41.7957,55.78,41.8,4.91,0.93,4.59,352.4,-2586.0,-739.0,-1847.06,498.17,5.25,0 204 255
54.9851,41.0698,point,358,B01_010022_2218_XI_41N304W,55.0205,41.0134,54.9497,41.1111,55.0112,41.0759,54.9868,41.0637,54.99,41.07,6.6,1.31,8.63,331.37,-1342.0,-106.0,-657.24,356.44,5.04,0 204 255
55.39745,40.6234,point,359,B01_010022_2218_XI_41N304W,55.3501,40.3733,55.4448,40.3411,55.3945,40.892,55.3975,40.3548,55.4,40.62,4.68,1.84,8.62,114.02,-1588.0,-378.0,-811.41,279.76,0.15,0 204 255
54.6277,41.43435,point,360,P01_001570_2213_XI_41N305W,54.646,41.3723,54.6094,41.4807,54.6387,41.4378,54.6172,41.4309,54.63,41.43,6.63,1.04,6.89,345.81,-2240.0,-86.0,-1451.14,520.84,6.38,0 204 255
54.7815,41.29885,point,361,P01_001570_2213_XI_41N305W,54.7539,41.3103,54.8091,41.2883,54.7764,41.2913,54.7837,41.3064,54.78,41.3,2.78,0.95,2.65,117.93,-1839.0,-604.0,-1445.47,279.58,2.92,0 204 255
54.7146,41.2659,point,362,P01_001570_2213_XI_41N305W,54.667,41.3069,54.7622,41.2283,54.7148,41.2586,54.729,41.2732,54.71,41.27,6.3,1.07,6.75,137.65,-1304.0,-62.0,-477.13,360.28,5.88,0 204 255
54.5713,41.1687,point,363,P01_001570_2213_XI_41N305W,54.5366,41.1936,54.606,41.1448,54.5742,41.1638,54.5791,41.1736,54.57,41.17,4.24,0.62,2.63,133.03,-1854.0,-48.0,-654.76,588.48,6.83,0 204 255
54.61425,40.92945,point,364,P01_001570_2213_XI_41N305W,54.5576,40.8474,54.6709,41.0271,54.6987,40.8933,54.5908,40.9656,54.61,40.93,11.8,6.46,76.19,25.43,-1742.0,-156.0,-890.95,334.88,1.83,0 204 255
53.9314,40.30985,point,365,P13_006159_2203_XN_40N305W,53.9556,40.3513,53.9072,40.2962,53.9355,40.3191,53.9438,40.3006,53.93,40.31,3.93,1.16,4.56,213.83,-1353.0,-447.0,-628.31,245.55,3.39,0 204 255
54.0742,40.1315,point,366,P13_006159_2203_XN_40N305W,54.103,40.1453,54.0454,40.1253,54.0781,40.1365,54.0784,40.1265,54.07,40.13,2.87,0.59,1.7,245.59,-1176.0,-523.0,-706.0,215.04,4.84,0 204 255
54.54135,41.9291,point,367,P14_006660_2233_XN_43N305W,54.5295,41.8831,54.5532,41.9744,54.5471,41.927,54.5322,41.9312,54.54,41.93,5.51,0.7,3.87,10.92,-2464.0,-715.0,-1459.36,357.2,7.84,0 204 255
54.588,41.9462,point,368,P14_006660_2233_XN_43N305W,54.5908,41.9214,54.5852,41.9744,54.5947,41.9468,54.5718,41.9456,54.59,41.95,3.15,1.01,3.19,355.51,-2865.0,-842.0,-2105.33,559.74,3.11,0 204 255
54.3093,43.1974,point,369,P14_006660_2233_XN_43N305W,54.2705,43.1699,54.3481,43.2444,54.3306,43.188,54.3198,43.2068,54.31,43.2,5.54,1.21,6.7,37.18,-2348.0,-837.0,-1591.01,416.44,4.59,0 204 255
54.5227,37.7763,point,370,P05_002902_2199_XI_39N306W,54.5146,37.7642,54.5308,37.7937,54.5271,37.7752,54.5205,37.7774,54.52,37.78,1.91,0.34,0.64,23.46,-733.0,-22.0,-311.38,215.34,5.68,0 204 255
53.8101,39.69265,point,371,P05_002902_2199_XI_39N306W,53.7935,39.6773,53.8267,39.7139,53.8135,39.6887,53.8047,39.6966,53.81,39.69,2.65,0.62,1.63,34.9,-961.0,-521.0,-688.3,155.56,4.29,0 204 255
53.6755,40.51565,point,372,P05_002902_2199_XI_39N306W,53.7314,40.4959,53.6196,40.5432,53.6831,40.5237,53.6738,40.5076,53.68,40.52,5.76,1.04,6.01,299.13,-1878.0,-461.0,-1117.97,461.99,5.53,0 204 255
53.79175,40.6621,point,373,P05_002902_2199_XI_39N306W,53.8057,40.6199,53.7778,40.7039,53.8125,40.6682,53.7715,40.656,53.79,40.66,5.13,1.98,10.17,345.87,-2456.0,-443.0,-1214.57,694.5,2.59,0 204 255
53.7659,40.3848,point,374,P05_002902_2199_XI_39N306W,53.793,40.3909,53.7388,40.386,53.7661,40.3953,53.7676,40.3743,53.77,40.38,2.46,1.25,3.07,263.25,-1714.0,-460.0,-1030.95,429.62,1.98,0 204 255
53.8594,40.679,point,375,P05_002902_2199_XI_39N306W,53.8687,40.6565,53.8501,40.6985,53.8623,40.6795,53.8503,40.6785,53.86,40.68,2.63,0.54,1.43,341.44,-2569.0,-389.0,-1608.49,725.68,4.84,0 204 255
54.1273,45.51915,point,376,P17_007517_2271_XN_47N306W,54.1261,45.5375,54.1285,45.4973,54.1122,45.5183,54.1378,45.52,54.13,45.52,2.38,1.07,2.55,177.6,-2761.0,-2169.0,-2575.68,101.19,2.23,0 204 255
53.2825,40.46775,point,377,P17_007728_2207_XN_40N306W,53.2715,40.428,53.2935,40.5061,53.2822,40.4636,53.2603,40.4719,53.28,40.47,4.73,1.1,5.22,12.09,-2057.0,-520.0,-1187.95,561.78,4.29,0 204 255
53.3472,40.4617,point,378,P17_007728_2207_XN_40N306W,53.3428,40.4343,53.3516,40.4929,53.3599,40.4602,53.3408,40.4632,53.35,40.46,3.5,0.88,3.07,6.52,-2127.0,-513.0,-1257.06,566.17,3.97,0 204 255
52.82165,40.661,point,379,P17_007728_2207_XN_40N306W,52.8049,40.635,52.8384,40.6839,52.8281,40.6577,52.8174,40.6643,52.82,40.66,3.27,0.62,2.03,27.45,-2108.0,-638.0,-1336.95,383.48,5.27,0 204 255
53.01945,40.62625,point,380,P17_007728_2207_XN_40N306W,53.0223,40.6123,53.0166,40.641,53.0122,40.6247,53.0046,40.6278,53.02,40.63,1.72,0.39,0.67,351.43,-2286.0,-925.0,-1781.45,284.75,4.43,0 204 255
53.2002,42.65555,point,381,P17_007873_2242_XN_44N306W,53.1619,42.6138,53.2385,42.7215,53.228,42.6421,53.1978,42.669,53.2,42.66,7.2,2.07,14.89,27.58,-2148.0,-880.0,-1661.4,283.26,3.48,0 204 255
53.1106,42.68145,point,382,P17_007873_2242_XN_44N306W,53.137,42.6651,53.0842,42.711,53.1179,42.6917,53.1086,42.6712,53.11,42.68,3.56,1.28,4.56,319.8,-2564.0,-757.0,-1770.87,515.82,2.78,0 204 255
53.8667,41.87865,point,383,P16_007372_2232_XN_43N306W,53.8467,41.9002,53.8867,41.8567,53.8584,41.8718,53.8818,41.8855,53.87,41.88,3.12,1.31,4.1,145.59,-2726.0,-989.0,-2062.36,457.6,2.38,0 204 255
53.7394,44.4016,point,384,P16_007372_2232_XN_43N306W,53.7229,44.3965,53.7559,44.4094,53.7456,44.3911,53.7356,44.4121,53.74,44.4,1.59,1.31,2.09,61.3,-2454.0,-1893.0,-2251.55,87.77,1.21,0 204 255
52.7778,40.2128,point,385,P03_002190_2213_XN_41N307W,52.7744,40.1851,52.7812,40.2381,52.7959,40.2124,52.7639,40.2132,52.78,40.21,3.16,1.45,4.57,5.59,-1244.0,-578.0,-821.02,206.02,2.18,0 204 255
52.7167,40.2637,point,386,P03_002190_2213_XN_41N307W,52.6919,40.2693,52.7415,40.2622,52.7148,40.2569,52.7163,40.2705,52.72,40.26,2.28,0.81,1.85,100.61,-1284.0,-566.0,-887.0,256.85,2.82,0 204 255
52.71725,40.36415,point,387,P03_002190_2213_XN_41N307W,52.6562,40.3853,52.7783,40.3616,52.7222,40.3555,52.7268,40.3728,52.72,40.36,5.69,1.05,5.95,104.25,-1236.0,-499.0,-693.85,156.92,5.44,0 204 255
52.96825,40.31275,point,388,P03_002190_2213_XN_41N307W,52.9912,40.3074,52.9453,40.3128,52.9673,40.3186,52.9663,40.3069,52.97,40.31,2.1,0.69,1.46,278.79,-1252.0,-535.0,-743.54,213.1,3.02,0 204 255
52.47705,40.72925,point,389,P03_002190_2213_XN_41N307W,52.4448,40.6848,52.5093,40.803,52.5142,40.7244,52.4927,40.7341,52.48,40.73,7.58,1.12,8.52,22.44,-1358.0,-481.0,-656.4,174.31,6.75,0 204 255
52.45095,40.78105,point,390,P03_002190_2213_XN_41N307W,52.4214,40.7507,52.4805,40.8396,52.4897,40.7752,52.4785,40.7869,52.45,40.78,5.9,0.86,5.05,26.7,-2048.0,-549.0,-1300.93,377.89,6.89,0 204 255
52.82595,41.98125,point,391,P03_002190_2213_XN_41N307W,52.8562,42.0037,52.7957,41.9605,52.813,41.9854,52.8196,41.9771,52.83,41.98,3.7,0.57,2.11,226.17,-2259.0,-601.0,-1226.7,533.53,6.47,0 204 255
52.2834,43.62465,point,392,P15_006726_2245_XN_44N307W,52.2635,43.6278,52.3033,43.6231,52.2842,43.6187,52.2849,43.6306,52.28,43.62,1.73,0.71,1.22,99.25,-2172.0,-1972.0,-2108.13,55.7,2.45,0 204 255
52.22205,43.63645,point,393,P15_006726_2245_XN_44N307W,52.2523,43.6311,52.1918,43.6398,52.2225,43.6404,52.222,43.6325,52.22,43.64,2.65,0.47,1.24,281.26,-2203.0,-1421.0,-1961.98,161.53,5.65,0 204 255
52.4064,47.7532,point,394,P20_008664_2290_XN_49N307W,52.3953,47.7373,52.4175,47.7715,52.4229,47.7476,52.3914,47.7588,52.41,47.75,2.21,1.42,3.14,23.57,-2879.0,-1751.0,-2502.48,270.92,1.56,0 204 255
52.35965,40.8069,point,395,P17_007583_2216_XN_41N307W,52.3599,40.7659,52.3594,40.8508,52.3711,40.8089,52.3604,40.8049,52.36,40.81,5.03,0.54,2.69,359.74,-2195.0,-463.0,-1097.65,510.16,9.4,0 204 255
52.07325,41.75075,point,396,P17_007583_2216_XN_41N307W,52.1165,41.7754,52.03,41.7307,52.075,41.7549,52.0776,41.7466,52.07,41.75,4.65,0.51,2.35,235.32,-2425.0,-1393.0,-1991.83,240.81,9.21,0 204 255
52.061,41.7791,point,397,P17_007583_2216_XN_41N307W,52.1064,41.8128,52.0156,41.7542,52.0559,41.783,52.0625,41.7752,52.06,41.78,5.31,0.55,2.9,229.15,-2073.0,-213.0,-1171.45,458.05,9.71,0 204 255
51.2122,44.3045,point,398,P03_002401_2246_XI_44N308W,51.1956,44.2864,51.2288,44.3313,51.2278,44.2979,51.2063,44.3111,51.21,44.3,3.01,1.2,3.62,27.87,-2473.0,-1146.0,-1969.69,378.27,2.51,0 204 255
50.82555,45.16105,point,399,P03_002401_2246_XI_44N308W,50.8508,45.1592,50.8003,45.1773,50.8418,45.1751,50.8303,45.147,50.83,45.16,2.37,1.73,4.1,296.97,-2600.0,-1475.0,-2139.43,274.8,1.37,0 204 255
51.72335,39.7561,point,400,P15_006937_2222_XN_42N308W,51.7524,39.7307,51.6943,39.7859,51.7456,39.7693,51.7178,39.7429,51.72,39.76,4.21,2.01,8.47,321.04,-1827.0,-110.0,-874.01,589.7,2.09,0 204 255
51.94015,39.86015,point,401,P15_006937_2222_XN_42N308W,51.9653,39.8089,51.915,39.8924,51.9688,39.8655,51.9536,39.8548,51.94,39.86,5.45,0.94,5.12,335.2,-1791.0,-129.0,-803.36,618.46,5.81,0 204 255
51.9951,39.86205,point,402,P15_006937_2222_XN_42N308W,52.0503,39.823,51.9399,39.8982,52.0156,39.8679,52.001,39.8562,52.0,39.86,6.72,0.96,6.45,311.62,-1597.0,-207.0,-623.99,481.36,6.99,0 204 255
52.0796,39.8955,point,403,P15_006937_2222_XN_42N308W,52.1133,39.8523,52.0459,39.9417,52.0801,39.9021,52.0659,39.8889,52.08,39.9,6.12,1.01,6.21,329.98,-1566.0,-188.0,-493.36,401.28,6.03,0 204 255
52.1128,39.9397,point,404,P15_006937_2222_XN_42N308W,52.1621,39.9158,52.0635,39.9851,52.1016,39.9451,52.0918,39.9343,52.11,39.94,6.08,0.78,4.74,312.55,-1855.0,-141.0,-621.68,489.93,7.79,0 204 255
52.0635,40.51255,point,405,P15_006937_2222_XN_42N308W,52.1006,40.51,52.0264,40.5029,52.0593,40.5178,52.0603,40.5073,52.06,40.51,3.37,0.62,2.1,262.85,-2289.0,-337.0,-1354.47,612.69,5.4,0 204 255
51.93275,40.6403,point,406,P15_006937_2222_XN_42N308W,51.969,40.6321,51.8965,40.6414,51.9382,40.647,51.9373,40.6336,51.93,40.64,3.31,0.8,2.63,279.62,-2198.0,-285.0,-1109.77,622.43,4.16,0 204 255
51.67965,40.65895,point,407,P15_006937_2222_XN_42N308W,51.6794,40.6968,51.6799,40.6301,51.6736,40.6582,51.6877,40.6597,51.68,40.66,3.95,0.64,2.53,179.67,-1832.0,-63.0,-940.32,486.37,6.18,0 204 255
51.4855,40.6604,point,408,P15_006937_2222_XN_42N308W,51.45,40.6814,51.521,40.5928,51.4941,40.6499,51.5076,40.6709,51.49,40.66,6.15,1.38,8.51,148.67,-1014.0,-32.0,-254.44,213.71,4.44,0 204 255
51.4812,40.6261,point,409,P15_006937_2222_XN_42N308W,51.4443,40.6533,51.5181,40.5901,51.4895,40.6201,51.5186,40.6321,51.48,40.63,5.01,1.49,7.46,138.42,-2075.0,38.0,-1052.94,479.46,3.36,0 204 255
51.837,40.68555,point,410,P15_006937_2222_XN_42N308W,51.8149,40.6922,51.8591,40.6809,51.8357,40.6821,51.8374,40.689,51.84,40.69,2.1,0.42,0.87,108.62,-2146.0,-489.0,-1802.23,382.77,5.04,0 204 255
51.8445,40.7151,point,411,P15_006937_2222_XN_42N308W,51.8113,40.7207,51.8777,40.7095,51.8479,40.709,51.8511,40.7212,51.84,40.72,3.06,0.74,2.25,102.52,-2118.0,-436.0,-1759.87,416.49,4.15,0 204 255
51.8159,40.76505,point,412,P15_006937_2222_XN_42N308W,51.7568,40.7634,51.875,40.7598,51.8193,40.7588,51.8206,40.7713,51.82,40.77,5.31,0.74,3.95,92.26,-1967.0,-93.0,-1001.5,517.76,7.15,0 204 255
51.63405,40.8194,point,413,P15_006937_2222_XN_42N308W,51.627,40.7883,51.6411,40.8538,51.6426,40.8172,51.6272,40.8216,51.63,40.82,3.93,0.74,2.9,9.25,-1942.0,-75.0,-869.33,694.77,5.33,0 204 255
51.58195,40.81655,point,414,P15_006937_2222_XN_42N308W,51.5789,40.7786,51.585,40.885,51.5962,40.8213,51.5786,40.8118,51.58,40.82,6.31,0.97,6.12,2.48,-1852.0,22.0,-624.51,505.23,6.51,0 204 255
51.31955,45.173,point,415,P15_007082_2245_XN_44N308W,51.2866,45.1826,51.3525,45.1675,51.3181,45.1653,51.3215,45.1807,51.32,45.17,2.9,0.92,2.67,107.98,-2455.0,-1259.0,-2081.0,292.6,3.13,0 204 255
50.3025,46.06655,point,416,P20_008730_2278_XN_47N309W,50.2542,46.0674,50.3508,46.0659,50.3025,46.0579,50.303,46.0752,50.3,46.07,3.97,1.03,4.08,91.25,-2179.0,-1819.0,-2065.56,91.73,3.87,0 204 255
50.2983,46.01995,point,417,P20_008730_2278_XN_47N309W,50.2568,46.0383,50.3398,46.0132,50.2979,46.0103,50.3044,46.0296,50.3,46.02,3.73,1.17,4.38,113.51,-2111.0,-877.0,-1690.46,333.26,3.17,0 204 255
50.2286,45.9528,point,418,P20_008730_2278_XN_47N309W,50.2529,45.9675,50.2043,45.9458,50.2297,45.9578,50.2319,45.9478,50.23,45.95,2.38,0.6,1.43,237.31,-2228.0,-942.0,-1786.54,305.8,3.97,0 204 255
50.8064,40.09645,point,419,P22_009653_2224_XN_42N309W,50.7637,40.0969,50.8491,40.0935,50.8091,40.0877,50.8091,40.1052,50.81,40.1,3.88,1.04,4.02,92.95,-1243.0,-446.0,-741.16,211.31,3.74,0 204 255
51.02495,40.0762,point,420,P22_009653_2224_XN_42N309W,51.0125,40.0576,51.0374,40.0916,51.03,40.073,51.02,40.0794,51.02,40.08,2.31,0.59,1.37,29.26,-2111.0,-411.0,-1200.95,536.73,3.91,0 204 255
50.80575,40.6802,point,421,P22_009653_2224_XN_42N309W,50.7817,40.6558,50.8298,40.7073,50.8193,40.6709,50.7915,40.6895,50.81,40.68,3.74,1.67,6.23,35.29,-1651.0,-229.0,-1039.28,553.11,2.24,0 204 255
50.75095,40.66725,point,422,P22_009653_2224_XN_42N309W,50.7231,40.6502,50.7788,40.6904,50.7581,40.6629,50.752,40.6716,50.75,40.67,3.46,0.58,2.02,46.4,-1567.0,-229.0,-591.93,404.32,5.92,0 204 255
50.76925,41.21095,point,423,P22_009653_2224_XN_42N309W,50.7607,41.1712,50.7778,41.2376,50.7715,41.2083,50.7534,41.2136,50.77,41.21,4.01,0.87,3.47,10.96,-1910.0,-80.0,-1025.39,567.96,4.63,0 204 255
50.6892,41.1836,point,424,P22_009653_2224_XN_42N309W,50.6562,41.1179,50.7222,41.2478,50.7114,41.1829,50.6831,41.1843,50.69,41.18,8.24,1.27,10.43,20.9,-1056.0,7.0,-198.9,223.88,6.52,0 204 255
50.62255,41.209,point,425,P22_009653_2224_XN_42N309W,50.582,41.1804,50.6631,41.2356,50.6416,41.2009,50.623,41.2171,50.62,41.21,4.88,1.27,6.19,47.84,-1433.0,-142.0,-553.13,373.95,3.84,0 204 255
50.50975,41.27835,point,426,P22_009653_2224_XN_42N309W,50.4707,41.2532,50.5488,41.3342,50.5361,41.2727,50.5186,41.284,50.51,41.28,5.93,1.03,6.09,35.9,-1725.0,-78.0,-649.22,433.11,5.77,0 204 255
50.2849,41.35255,point,427,P22_009653_2224_XN_42N309W,50.2739,41.3181,50.2959,41.3792,50.293,41.3508,50.269,41.3543,50.28,41.35,3.75,1.09,4.08,15.12,-1777.0,40.0,-875.03,527.67,3.45,0 204 255
50.3745,41.9243,point,428,P22_009653_2224_XN_42N309W,50.332,41.9341,50.417,41.9094,50.3704,41.916,50.3772,41.9326,50.37,41.92,4.02,1.03,4.14,111.3,-2379.0,-406.0,-1618.66,562.42,3.91,0 204 255
50.53125,42.2317,point,429,P22_009653_2224_XN_42N309W,50.5,42.3093,50.5625,42.1643,50.5273,42.2268,50.5439,42.2366,50.53,42.23,9.02,0.93,8.41,162.28,-1502.0,-524.0,-728.68,237.56,9.68,0 204 255
50.301,42.2083,point,430,P22_009653_2224_XN_42N309W,50.3188,42.2605,50.2832,42.1775,50.3066,42.2122,50.3228,42.2044,50.3,42.21,5.16,0.85,4.38,197.63,-1809.0,-533.0,-889.7,395.84,6.08,0 204 255
50.23915,42.49835,point,431,P22_009653_2224_XN_42N309W,50.2759,42.4539,50.2024,42.5388,50.2402,42.5025,50.2195,42.4942,50.24,42.5,5.97,1.03,6.15,327.47,-2314.0,-676.0,-1665.42,440.52,5.8,0 204 255
50.29855,42.527,point,432,P22_009653_2224_XN_42N309W,50.332,42.4414,50.2651,42.5781,50.3069,42.531,50.2896,42.523,50.3,42.53,8.61,0.89,7.68,340.19,-1861.0,-524.0,-908.68,400.89,9.66,0 204 255
50.47305,42.51455,point,433,P22_009653_2224_XN_42N309W,50.4485,42.4966,50.4976,42.531,50.4814,42.5034,50.4666,42.5257,50.47,42.51,2.96,1.47,4.35,46.44,-2524.0,-518.0,-1574.03,643.19,2.01,0 204 255
49.6639,42.0585,point,434,P15_007003_2246_XN_44N310W,49.6445,42.041,49.6833,42.083,49.6748,42.0452,49.6453,42.0718,49.66,42.06,3.02,2.04,6.17,34.43,-1821.0,-268.0,-1549.54,369.19,1.48,0 204 255
49.56065,42.08045,point,435,P15_007003_2246_XN_44N310W,49.5637,42.065,49.5576,42.0957,49.5684,42.0813,49.5544,42.0796,49.56,42.08,1.84,0.62,1.15,351.61,-2073.0,-316.0,-1532.11,472.11,2.95,0 204 255
49.74,41.96875,point,436,P15_007003_2246_XN_44N310W,49.7166,41.9385,49.7634,42.0,49.7471,41.9634,49.7349,41.9741,49.74,41.97,4.19,0.83,3.48,29.49,-1725.0,-257.0,-851.03,472.21,5.04,0 204 255
49.7826,41.9418,point,437,P15_007003_2246_XN_44N310W,49.762,41.9141,49.8032,41.9641,49.7874,41.9351,49.769,41.9485,49.78,41.94,3.48,1.14,3.95,31.49,-1806.0,-335.0,-1027.11,429.0,3.06,0 204 255
